"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","317","search ""CMC"" in google","","Thu Nov 07 15:14:19 GMT 2024","broken","Thu Nov 07 15:14:19 GMT 2024","","test google search outline","search ""CMC"" in google",""
"","453","Radio ""Impressive"" Button","","Thu Nov 07 15:14:16 GMT 2024","broken","Thu Nov 07 15:14:17 GMT 2024","","Demo QA site","Radio ""Impressive"" Button",""
"","9137","Radio ""Yes"" Button","","Thu Nov 07 15:14:07 GMT 2024","broken","Thu Nov 07 15:14:16 GMT 2024","","Demo QA site","Radio ""Yes"" Button",""
"","376","search youtube in google","","Thu Nov 07 15:14:17 GMT 2024","broken","Thu Nov 07 15:14:17 GMT 2024","","test google search","search youtube in google",""
"","342","search ""fsoft"" in google","","Thu Nov 07 15:14:18 GMT 2024","broken","Thu Nov 07 15:14:18 GMT 2024","","test google search outline","search ""fsoft"" in google",""
"","364","test post api","","Thu Nov 07 15:14:07 GMT 2024","passed","Thu Nov 07 15:14:07 GMT 2024","","Demo API","test post api",""
"","319","search ""fsoft"" in google","","Thu Nov 07 15:14:19 GMT 2024","broken","Thu Nov 07 15:14:19 GMT 2024","","test google search outline","search ""fsoft"" in google",""
"","317","search ""review cong ty"" in google","","Thu Nov 07 15:14:18 GMT 2024","broken","Thu Nov 07 15:14:19 GMT 2024","","test google search outline","search ""review cong ty"" in google",""
"","1961","test get api","","Thu Nov 07 15:14:05 GMT 2024","passed","Thu Nov 07 15:14:07 GMT 2024","","Demo API","test get api",""
"","325","search ""CMC"" in google","","Thu Nov 07 15:14:18 GMT 2024","broken","Thu Nov 07 15:14:18 GMT 2024","","test google search outline","search ""CMC"" in google",""
"","365","search facebook in google","","Thu Nov 07 15:14:17 GMT 2024","broken","Thu Nov 07 15:14:18 GMT 2024","","test google search","search facebook in google",""
"","313","search ""review cong ty"" in google","","Thu Nov 07 15:14:19 GMT 2024","broken","Thu Nov 07 15:14:20 GMT 2024","","test google search outline","search ""review cong ty"" in google",""
