"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 30 15:11:44 GMT 2023","Tue May 30 15:11:44 GMT 2023","388","","Demo API","","test post api","","test post api",""
"broken","Tue May 30 15:11:44 GMT 2023","Tue May 30 15:11:51 GMT 2023","7031","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Tue May 30 15:11:51 GMT 2023","Tue May 30 15:11:52 GMT 2023","271","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue May 30 15:11:52 GMT 2023","Tue May 30 15:11:52 GMT 2023","310","","test google search","","search facebook in google","","search facebook in google",""
"broken","Tue May 30 15:11:53 GMT 2023","Tue May 30 15:11:53 GMT 2023","252","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue May 30 15:11:53 GMT 2023","Tue May 30 15:11:54 GMT 2023","260","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue May 30 15:11:51 GMT 2023","Tue May 30 15:11:51 GMT 2023","406","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"passed","Tue May 30 15:11:41 GMT 2023","Tue May 30 15:11:43 GMT 2023","2744","","Demo API","","test get api","","test get api",""
"broken","Tue May 30 15:11:54 GMT 2023","Tue May 30 15:11:54 GMT 2023","264","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue May 30 15:11:53 GMT 2023","Tue May 30 15:11:53 GMT 2023","249","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue May 30 15:11:52 GMT 2023","Tue May 30 15:11:52 GMT 2023","288","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue May 30 15:11:52 GMT 2023","Tue May 30 15:11:53 GMT 2023","300","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
