"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","367","search ""fsoft"" in google","","2026-07-06","broken","2026-07-06","","test google search outline","search ""fsoft"" in google",""
"","454","Radio ""Impressive"" Button","","2026-07-06","broken","2026-07-06","","Demo QA site","Radio ""Impressive"" Button",""
"","11568","Radio ""Yes"" Button","","2026-07-06","broken","2026-07-06","","Demo QA site","Radio ""Yes"" Button",""
"","368","search ""review cong ty"" in google","","2026-07-06","broken","2026-07-06","","test google search outline","search ""review cong ty"" in google",""
"","371","search facebook in google","","2026-07-06","broken","2026-07-06","","test google search","search facebook in google",""
"","377","search youtube in google","","2026-07-06","broken","2026-07-06","","test google search","search youtube in google",""
"","219","test post api","","2026-07-06","failed","2026-07-06","","Demo API","test post api",""
"","1716","test get api","","2026-07-06","passed","2026-07-06","","Demo API","test get api",""
"","372","search ""CMC"" in google","","2026-07-06","broken","2026-07-06","","test google search outline","search ""CMC"" in google",""
"","370","search ""fsoft"" in google","","2026-07-06","broken","2026-07-06","","test google search outline","search ""fsoft"" in google",""
"","368","search ""CMC"" in google","","2026-07-06","broken","2026-07-06","","test google search outline","search ""CMC"" in google",""
"","418","search ""review cong ty"" in google","","2026-07-06","broken","2026-07-06","","test google search outline","search ""review cong ty"" in google",""
