"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10960","Radio ""Yes"" Button","","Mon Mar 31 08:21:11 GMT 2025","broken","Mon Mar 31 08:21:22 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","226","test post api","","Mon Mar 31 08:21:11 GMT 2025","passed","Mon Mar 31 08:21:11 GMT 2025","","Demo API","test post api",""
"","372","search youtube in google","","Mon Mar 31 08:21:23 GMT 2025","broken","Mon Mar 31 08:21:23 GMT 2025","","test google search","search youtube in google",""
"","319","search facebook in google","","Mon Mar 31 08:21:23 GMT 2025","broken","Mon Mar 31 08:21:23 GMT 2025","","test google search","search facebook in google",""
"","316","search ""review cong ty"" in google","","Mon Mar 31 08:21:25 GMT 2025","broken","Mon Mar 31 08:21:25 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","1715","test get api","","Mon Mar 31 08:21:09 GMT 2025","passed","Mon Mar 31 08:21:11 GMT 2025","","Demo API","test get api",""
"","317","search ""CMC"" in google","","Mon Mar 31 08:21:24 GMT 2025","broken","Mon Mar 31 08:21:25 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","365","search ""fsoft"" in google","","Mon Mar 31 08:21:24 GMT 2025","broken","Mon Mar 31 08:21:24 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","323","search ""CMC"" in google","","Mon Mar 31 08:21:23 GMT 2025","broken","Mon Mar 31 08:21:24 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","317","search ""fsoft"" in google","","Mon Mar 31 08:21:25 GMT 2025","broken","Mon Mar 31 08:21:25 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","316","search ""review cong ty"" in google","","Mon Mar 31 08:21:24 GMT 2025","broken","Mon Mar 31 08:21:24 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","549","Radio ""Impressive"" Button","","Mon Mar 31 08:21:22 GMT 2025","broken","Mon Mar 31 08:21:23 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
