"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","315","search ""review cong ty"" in google","","Thu Aug 07 08:24:27 GMT 2025","broken","Thu Aug 07 08:24:27 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","326","search facebook in google","","Thu Aug 07 08:24:26 GMT 2025","broken","Thu Aug 07 08:24:26 GMT 2025","","test google search","search facebook in google",""
"","8880","Radio ""Yes"" Button","","Thu Aug 07 08:24:16 GMT 2025","broken","Thu Aug 07 08:24:25 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","320","search ""CMC"" in google","","Thu Aug 07 08:24:26 GMT 2025","broken","Thu Aug 07 08:24:26 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","321","search ""fsoft"" in google","","Thu Aug 07 08:24:26 GMT 2025","broken","Thu Aug 07 08:24:27 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","1759","test get api","","Thu Aug 07 08:24:14 GMT 2025","passed","Thu Aug 07 08:24:16 GMT 2025","","Demo API","test get api",""
"","352","test post api","","Thu Aug 07 08:24:16 GMT 2025","failed","Thu Aug 07 08:24:16 GMT 2025","","Demo API","test post api",""
"","379","search youtube in google","","Thu Aug 07 08:24:25 GMT 2025","broken","Thu Aug 07 08:24:26 GMT 2025","","test google search","search youtube in google",""
"","323","search ""fsoft"" in google","","Thu Aug 07 08:24:27 GMT 2025","broken","Thu Aug 07 08:24:28 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","317","search ""CMC"" in google","","Thu Aug 07 08:24:27 GMT 2025","broken","Thu Aug 07 08:24:27 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","315","search ""review cong ty"" in google","","Thu Aug 07 08:24:28 GMT 2025","broken","Thu Aug 07 08:24:28 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","441","Radio ""Impressive"" Button","","Thu Aug 07 08:24:25 GMT 2025","broken","Thu Aug 07 08:24:25 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
