"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","316","search facebook in google","","Mon Mar 10 15:17:10 GMT 2025","broken","Mon Mar 10 15:17:11 GMT 2025","","test google search","search facebook in google",""
"","12155","Radio ""Yes"" Button","","Mon Mar 10 15:16:57 GMT 2025","broken","Mon Mar 10 15:17:09 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","1882","test get api","","Mon Mar 10 15:16:55 GMT 2025","passed","Mon Mar 10 15:16:57 GMT 2025","","Demo API","test get api",""
"","572","search youtube in google","","Mon Mar 10 15:17:10 GMT 2025","broken","Mon Mar 10 15:17:10 GMT 2025","","test google search","search youtube in google",""
"","469","search ""CMC"" in google","","Mon Mar 10 15:17:11 GMT 2025","broken","Mon Mar 10 15:17:11 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","440","test post api","","Mon Mar 10 15:16:57 GMT 2025","passed","Mon Mar 10 15:16:57 GMT 2025","","Demo API","test post api",""
"","449","Radio ""Impressive"" Button","","Mon Mar 10 15:17:09 GMT 2025","broken","Mon Mar 10 15:17:10 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","317","search ""CMC"" in google","","Mon Mar 10 15:17:12 GMT 2025","broken","Mon Mar 10 15:17:13 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","315","search ""review cong ty"" in google","","Mon Mar 10 15:17:13 GMT 2025","broken","Mon Mar 10 15:17:13 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","316","search ""fsoft"" in google","","Mon Mar 10 15:17:13 GMT 2025","broken","Mon Mar 10 15:17:13 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","816","search ""fsoft"" in google","","Mon Mar 10 15:17:11 GMT 2025","broken","Mon Mar 10 15:17:12 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","326","search ""review cong ty"" in google","","Mon Mar 10 15:17:12 GMT 2025","broken","Mon Mar 10 15:17:12 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
