"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","397","Radio ""Impressive"" Button","","Fri Jun 06 15:14:31 GMT 2025","broken","Fri Jun 06 15:14:32 GMT 2025","","Demo QA site","Radio ""Impressive"" Button",""
"","367","search facebook in google","","Fri Jun 06 15:14:32 GMT 2025","broken","Fri Jun 06 15:14:33 GMT 2025","","test google search","search facebook in google",""
"","315","search ""fsoft"" in google","","Fri Jun 06 15:14:33 GMT 2025","broken","Fri Jun 06 15:14:33 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","315","search ""review cong ty"" in google","","Fri Jun 06 15:14:34 GMT 2025","broken","Fri Jun 06 15:14:34 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","22285","Radio ""Yes"" Button","","Fri Jun 06 15:14:09 GMT 2025","broken","Fri Jun 06 15:14:31 GMT 2025","","Demo QA site","Radio ""Yes"" Button",""
"","316","search ""fsoft"" in google","","Fri Jun 06 15:14:34 GMT 2025","broken","Fri Jun 06 15:14:34 GMT 2025","","test google search outline","search ""fsoft"" in google",""
"","1620","test get api","","Fri Jun 06 15:14:07 GMT 2025","passed","Fri Jun 06 15:14:09 GMT 2025","","Demo API","test get api",""
"","315","search ""CMC"" in google","","Fri Jun 06 15:14:34 GMT 2025","broken","Fri Jun 06 15:14:34 GMT 2025","","test google search outline","search ""CMC"" in google",""
"","422","search youtube in google","","Fri Jun 06 15:14:32 GMT 2025","broken","Fri Jun 06 15:14:32 GMT 2025","","test google search","search youtube in google",""
"","315","search ""review cong ty"" in google","","Fri Jun 06 15:14:33 GMT 2025","broken","Fri Jun 06 15:14:33 GMT 2025","","test google search outline","search ""review cong ty"" in google",""
"","314","test post api","","Fri Jun 06 15:14:09 GMT 2025","failed","Fri Jun 06 15:14:09 GMT 2025","","Demo API","test post api",""
"","321","search ""CMC"" in google","","Fri Jun 06 15:14:33 GMT 2025","broken","Fri Jun 06 15:14:33 GMT 2025","","test google search outline","search ""CMC"" in google",""
