"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","367","search ""review cong ty"" in google","","2026-06-19","broken","2026-06-19","","test google search outline","search ""review cong ty"" in google",""
"","319","search ""CMC"" in google","","2026-06-19","broken","2026-06-19","","test google search outline","search ""CMC"" in google",""
"","329","search ""CMC"" in google","","2026-06-19","broken","2026-06-19","","test google search outline","search ""CMC"" in google",""
"","318","search ""fsoft"" in google","","2026-06-19","broken","2026-06-19","","test google search outline","search ""fsoft"" in google",""
"","1021","search ""fsoft"" in google","","2026-06-19","broken","2026-06-19","","test google search outline","search ""fsoft"" in google",""
"","395","test post api","","2026-06-19","failed","2026-06-19","","Demo API","test post api",""
"","2110","test get api","","2026-06-19","passed","2026-06-19","","Demo API","test get api",""
"","351","search facebook in google","","2026-06-19","broken","2026-06-19","","test google search","search facebook in google",""
"","398","Radio ""Impressive"" Button","","2026-06-19","broken","2026-06-19","","Demo QA site","Radio ""Impressive"" Button",""
"","319","search ""review cong ty"" in google","","2026-06-19","broken","2026-06-19","","test google search outline","search ""review cong ty"" in google",""
"","9054","Radio ""Yes"" Button","","2026-06-19","broken","2026-06-19","","Demo QA site","Radio ""Yes"" Button",""
"","326","search youtube in google","","2026-06-19","broken","2026-06-19","","test google search","search youtube in google",""
