"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed May 17 15:11:34 GMT 2023","Wed May 17 15:11:35 GMT 2023","225","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Wed May 17 15:11:28 GMT 2023","Wed May 17 15:11:30 GMT 2023","2375","","Demo API","","test get api","","test get api",""
"broken","Wed May 17 15:11:31 GMT 2023","Wed May 17 15:11:33 GMT 2023","2277","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Wed May 17 15:11:34 GMT 2023","Wed May 17 15:11:34 GMT 2023","215","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Wed May 17 15:11:33 GMT 2023","Wed May 17 15:11:33 GMT 2023","226","","test google search","","search youtube in google","","search youtube in google",""
"broken","Wed May 17 15:11:35 GMT 2023","Wed May 17 15:11:35 GMT 2023","235","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed May 17 15:11:33 GMT 2023","Wed May 17 15:11:34 GMT 2023","235","","test google search","","search facebook in google","","search facebook in google",""
"broken","Wed May 17 15:11:34 GMT 2023","Wed May 17 15:11:34 GMT 2023","320","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Wed May 17 15:11:34 GMT 2023","Wed May 17 15:11:34 GMT 2023","225","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Wed May 17 15:11:35 GMT 2023","Wed May 17 15:11:35 GMT 2023","230","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Wed May 17 15:11:30 GMT 2023","Wed May 17 15:11:31 GMT 2023","397","","Demo API","","test post api","","test post api",""
"broken","Wed May 17 15:11:33 GMT 2023","Wed May 17 15:11:33 GMT 2023","333","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
