"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue Apr 02 15:11:05 GMT 2024","Tue Apr 02 15:11:05 GMT 2024","266","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"passed","Tue Apr 02 15:11:01 GMT 2024","Tue Apr 02 15:11:01 GMT 2024","394","","Demo API","","test post api","","test post api",""
"broken","Tue Apr 02 15:11:04 GMT 2024","Tue Apr 02 15:11:05 GMT 2024","221","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Apr 02 15:11:05 GMT 2024","Tue Apr 02 15:11:06 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"passed","Tue Apr 02 15:10:59 GMT 2024","Tue Apr 02 15:11:01 GMT 2024","1995","","Demo API","","test get api","","test get api",""
"broken","Tue Apr 02 15:11:03 GMT 2024","Tue Apr 02 15:11:04 GMT 2024","344","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Tue Apr 02 15:11:04 GMT 2024","Tue Apr 02 15:11:04 GMT 2024","267","","test google search","","search facebook in google","","search facebook in google",""
"broken","Tue Apr 02 15:11:05 GMT 2024","Tue Apr 02 15:11:05 GMT 2024","215","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Tue Apr 02 15:11:04 GMT 2024","Tue Apr 02 15:11:04 GMT 2024","271","","test google search","","search youtube in google","","search youtube in google",""
"broken","Tue Apr 02 15:11:05 GMT 2024","Tue Apr 02 15:11:05 GMT 2024","265","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Tue Apr 02 15:11:04 GMT 2024","Tue Apr 02 15:11:04 GMT 2024","273","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Tue Apr 02 15:11:01 GMT 2024","Tue Apr 02 15:11:03 GMT 2024","1962","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
