"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","774","search ""fsoft"" in google","","Wed Mar 25 08:44:48 UTC 2026","broken","Wed Mar 25 08:44:49 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","415","search ""review cong ty"" in google","","Wed Mar 25 08:44:49 UTC 2026","broken","Wed Mar 25 08:44:50 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","318","search ""review cong ty"" in google","","Wed Mar 25 08:44:48 UTC 2026","broken","Wed Mar 25 08:44:48 UTC 2026","","test google search outline","search ""review cong ty"" in google",""
"","317","search ""CMC"" in google","","Wed Mar 25 08:44:48 UTC 2026","broken","Wed Mar 25 08:44:48 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","317","search ""fsoft"" in google","","Wed Mar 25 08:44:47 UTC 2026","broken","Wed Mar 25 08:44:48 UTC 2026","","test google search outline","search ""fsoft"" in google",""
"","8503","Radio ""Yes"" Button","","Wed Mar 25 08:44:37 UTC 2026","broken","Wed Mar 25 08:44:46 UTC 2026","","Demo QA site","Radio ""Yes"" Button",""
"","176","test post api","","Wed Mar 25 08:44:37 UTC 2026","failed","Wed Mar 25 08:44:37 UTC 2026","","Demo API","test post api",""
"","1644","test get api","","Wed Mar 25 08:44:35 UTC 2026","passed","Wed Mar 25 08:44:37 UTC 2026","","Demo API","test get api",""
"","322","search ""CMC"" in google","","Wed Mar 25 08:44:47 UTC 2026","broken","Wed Mar 25 08:44:47 UTC 2026","","test google search outline","search ""CMC"" in google",""
"","424","search facebook in google","","Wed Mar 25 08:44:47 UTC 2026","broken","Wed Mar 25 08:44:47 UTC 2026","","test google search","search facebook in google",""
"","591","Radio ""Impressive"" Button","","Wed Mar 25 08:44:46 UTC 2026","broken","Wed Mar 25 08:44:46 UTC 2026","","Demo QA site","Radio ""Impressive"" Button",""
"","374","search youtube in google","","Wed Mar 25 08:44:46 UTC 2026","broken","Wed Mar 25 08:44:47 UTC 2026","","test google search","search youtube in google",""
