"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Jun 21 08:15:52 GMT 2024","Fri Jun 21 08:15:52 GMT 2024","267","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jun 21 08:15:51 GMT 2024","Fri Jun 21 08:15:52 GMT 2024","229","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jun 21 08:15:52 GMT 2024","Fri Jun 21 08:15:52 GMT 2024","267","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Jun 21 08:15:51 GMT 2024","Fri Jun 21 08:15:51 GMT 2024","272","","test google search","","search youtube in google","","search youtube in google",""
"passed","Fri Jun 21 08:15:46 GMT 2024","Fri Jun 21 08:15:46 GMT 2024","300","","Demo API","","test post api","","test post api",""
"broken","Fri Jun 21 08:15:53 GMT 2024","Fri Jun 21 08:15:53 GMT 2024","264","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Jun 21 08:15:52 GMT 2024","Fri Jun 21 08:15:52 GMT 2024","269","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"broken","Fri Jun 21 08:15:50 GMT 2024","Fri Jun 21 08:15:51 GMT 2024","350","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Jun 21 08:15:46 GMT 2024","Fri Jun 21 08:15:50 GMT 2024","4336","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Jun 21 08:15:51 GMT 2024","Fri Jun 21 08:15:51 GMT 2024","268","","test google search","","search facebook in google","","search facebook in google",""
"broken","Fri Jun 21 08:15:52 GMT 2024","Fri Jun 21 08:15:53 GMT 2024","218","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri Jun 21 08:15:44 GMT 2024","Fri Jun 21 08:15:46 GMT 2024","1718","","Demo API","","test get api","","test get api",""
