"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Fri Mar 31 15:12:08 GMT 2023","Fri Mar 31 15:12:08 GMT 2023","266","","test google search","","search facebook in google","","search facebook in google",""
"broken","Fri Mar 31 15:12:10 GMT 2023","Fri Mar 31 15:12:10 GMT 2023","228","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Mar 31 15:12:09 GMT 2023","Fri Mar 31 15:12:09 GMT 2023","238","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
"passed","Fri Mar 31 15:12:02 GMT 2023","Fri Mar 31 15:12:04 GMT 2023","2492","","Demo API","","test get api","","test get api",""
"broken","Fri Mar 31 15:12:08 GMT 2023","Fri Mar 31 15:12:09 GMT 2023","266","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Mar 31 15:12:05 GMT 2023","Fri Mar 31 15:12:07 GMT 2023","2553","","Demo QA site","","Radio ""Yes"" Button","","Radio ""Yes"" Button",""
"broken","Fri Mar 31 15:12:09 GMT 2023","Fri Mar 31 15:12:09 GMT 2023","313","","test google search outline","","search ""CMC"" in google","","search ""CMC"" in google",""
"broken","Fri Mar 31 15:12:09 GMT 2023","Fri Mar 31 15:12:09 GMT 2023","254","","test google search outline","","search ""review cong ty"" in google","","search ""review cong ty"" in google",""
"broken","Fri Mar 31 15:12:08 GMT 2023","Fri Mar 31 15:12:08 GMT 2023","275","","test google search","","search youtube in google","","search youtube in google",""
"passed","Fri Mar 31 15:12:04 GMT 2023","Fri Mar 31 15:12:05 GMT 2023","454","","Demo API","","test post api","","test post api",""
"broken","Fri Mar 31 15:12:07 GMT 2023","Fri Mar 31 15:12:08 GMT 2023","351","","Demo QA site","","Radio ""Impressive"" Button","","Radio ""Impressive"" Button",""
"broken","Fri Mar 31 15:12:09 GMT 2023","Fri Mar 31 15:12:10 GMT 2023","249","","test google search outline","","search ""fsoft"" in google","","search ""fsoft"" in google",""
